from,to,subject_cui,object_cui,pmid,pmid_url,sentence
Streptozocin,Alzheimers,C0038432,C0002395,36301335,https://pubmed.ncbi.nlm.nih.gov/36301335,"In addition, streptozotocin (STZ) significantly impairs learning and memory, and induces inflammation and oxidative stress."
Streptozocin,Alzheimers,C0038432,C0002395,36301335,https://pubmed.ncbi.nlm.nih.gov/36301335,"Furthermore, 6 h SD slightly and partially improved spatial memory and significantly improved anti-oxidant activity in rats, with no effect on STZ-induced inflammation."
Streptozocin,Alzheimers,C0038432,C0002395,36301335,https://pubmed.ncbi.nlm.nih.gov/36301335,"We suggest that STZ has more important mechanisms that are involved in its memory impairment effect, and maybe, STZ-induced inflammation has a more important role."
Streptozocin,Alzheimers,C0038432,C0002395,36301335,https://pubmed.ncbi.nlm.nih.gov/36301335,The role of sleep deprivation in streptozotocin-induced Alzheimer's disease-like sporadic dementia in rats with respect to the serum level of oxidative and inflammatory markers.
Streptozocin,Alzheimers,C0038432,C0002395,36301335,https://pubmed.ncbi.nlm.nih.gov/36301335,"In addition, streptozotocin (STZ) significantly impairs learning and memory, and induces inflammation and oxidative stress."
Streptozocin,Alzheimers,C0038432,C0002395,36301335,https://pubmed.ncbi.nlm.nih.gov/36301335,"Furthermore, 6 h SD slightly and partially improved spatial memory and significantly improved anti-oxidant activity in rats, with no effect on STZ-induced inflammation."
Streptozocin,Alzheimers,C0038432,C0002395,36301335,https://pubmed.ncbi.nlm.nih.gov/36301335,"We suggest that STZ has more important mechanisms that are involved in its memory impairment effect, and maybe, STZ-induced inflammation has a more important role."
Streptozocin,Alzheimers,C0038432,C0002395,36436686,https://pubmed.ncbi.nlm.nih.gov/36436686,"Disorders of the cholinergic system are well known to be involved in the pathogenesis of AD, characterized by increased acetylcholinesterase (AChE) and butyrylcholinesterase (BChE) and decreased acetyltransferase (ChAT) enzymatic activities."
Streptozocin,Alzheimers,C0038432,C0002395,36436686,https://pubmed.ncbi.nlm.nih.gov/36436686,Animal model of Alzheimer's disease induced by streptozotocin: new insights about cholinergic pathway.
Streptozocin,Alzheimers,C0038432,C0002395,36436686,https://pubmed.ncbi.nlm.nih.gov/36436686,"Disorders of the cholinergic system are well known to be involved in the pathogenesis of AD, characterized by increased acetylcholinesterase (AChE) and butyrylcholinesterase (BChE) and decreased acetyltransferase (ChAT) enzymatic activities."
Streptozocin,Alzheimers,C0038432,C0002395,36436686,https://pubmed.ncbi.nlm.nih.gov/36436686,Animal model of Alzheimer's disease induced by streptozotocin: new insights about cholinergic pathway.
Streptozocin,Alzheimers,C0038432,C0002395,36436686,https://pubmed.ncbi.nlm.nih.gov/36436686,"Disorders of the cholinergic system are well known to be involved in the pathogenesis of AD, characterized by increased acetylcholinesterase (AChE) and butyrylcholinesterase (BChE) and decreased acetyltransferase (ChAT) enzymatic activities."
Streptozocin,Alzheimers,C0038432,C0002395,36436686,https://pubmed.ncbi.nlm.nih.gov/36436686,Animal model of Alzheimer's disease induced by streptozotocin: new insights about cholinergic pathway.
Streptozocin,Alzheimers,C0038432,C0002395,36518345,https://pubmed.ncbi.nlm.nih.gov/36518345,Embelin prevents amyloid-beta accumulation via modulation of SOD1 in a Streptozotocin-induced AD-like condition: An evidence from    in vitro     investigation.
Streptozocin,Alzheimers,C0038432,C0002395,36518345,https://pubmed.ncbi.nlm.nih.gov/36518345,Embelin prevents amyloid-beta accumulation via modulation of SOD1 in a Streptozotocin-induced AD-like condition: An evidence from    in vitro     investigation.
Streptozocin,Alzheimers,C0038432,C0002395,36518345,https://pubmed.ncbi.nlm.nih.gov/36518345,Embelin prevents amyloid-beta accumulation via modulation of SOD1 in a Streptozotocin-induced AD-like condition: An evidence from    in vitro     investigation.
Streptozocin,Alzheimers,C0038432,C0002395,36521513,https://pubmed.ncbi.nlm.nih.gov/36521513,Synaptic Loss and Gliosis in the Nucleus Tractus Solitarii with Streptozotocin-Induced Alzheimer's Disease.
Streptozocin,Alzheimers,C0038432,C0002395,36521513,https://pubmed.ncbi.nlm.nih.gov/36521513,Synaptic Loss and Gliosis in the Nucleus Tractus Solitarii with Streptozotocin-Induced Alzheimer's Disease.
Streptozocin,Alzheimers,C0038432,C0002395,36521513,https://pubmed.ncbi.nlm.nih.gov/36521513,Synaptic Loss and Gliosis in the Nucleus Tractus Solitarii with Streptozotocin-Induced Alzheimer's Disease.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,Streptozotocin (STZ) is used to induce Alzheimer's disease experimentally.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,Streptozotocin-induced Alzheimer's disease investigation by one-dimensional plasmonic grating chip.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,"The next step was to measure the activity of neuron cells injected with different concentrations of STZ (0.5, 1, 2 mM) to induce the formation of Alzheimer's disease in the cultured neuron cells."
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,STZ is toxic to the pancreatic beta cells and induces insulin resistance.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,Streptozotocin (STZ) is used to induce Alzheimer's disease experimentally.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,Streptozotocin-induced Alzheimer's disease investigation by one-dimensional plasmonic grating chip.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,"The next step was to measure the activity of neuron cells injected with different concentrations of STZ (0.5, 1, 2 mM) to induce the formation of Alzheimer's disease in the cultured neuron cells."
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,STZ is toxic to the pancreatic beta cells and induces insulin resistance.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,Streptozotocin (STZ) is used to induce Alzheimer's disease experimentally.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,Streptozotocin-induced Alzheimer's disease investigation by one-dimensional plasmonic grating chip.
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,"The next step was to measure the activity of neuron cells injected with different concentrations of STZ (0.5, 1, 2 mM) to induce the formation of Alzheimer's disease in the cultured neuron cells."
Streptozocin,Alzheimers,C0038432,C0002395,36536049,https://pubmed.ncbi.nlm.nih.gov/36536049,STZ is toxic to the pancreatic beta cells and induces insulin resistance.
Streptozocin,Alzheimers,C0038432,C0002395,36610115,https://pubmed.ncbi.nlm.nih.gov/36610115,Inhibition of GluN2B pathway is involved in the neuroprotective effect of silibinin on streptozotocin-induced Alzheimer's disease models.
Streptozocin,Alzheimers,C0038432,C0002395,36610115,https://pubmed.ncbi.nlm.nih.gov/36610115,Inhibition of GluN2B pathway is involved in the neuroprotective effect of silibinin on streptozotocin-induced Alzheimer's disease models.
Streptozocin,Alzheimers,C0038432,C0002395,36610115,https://pubmed.ncbi.nlm.nih.gov/36610115,Inhibition of GluN2B pathway is involved in the neuroprotective effect of silibinin on streptozotocin-induced Alzheimer's disease models.
Streptozocin,Alzheimers,C0038432,C0002395,36631849,https://pubmed.ncbi.nlm.nih.gov/36631849,The molecular mechanisms underlying the progression of STZ-induced AD pathology were analyzed two weeks after the final injection.
Streptozocin,Alzheimers,C0038432,C0002395,36631849,https://pubmed.ncbi.nlm.nih.gov/36631849,The molecular mechanisms underlying the progression of STZ-induced AD pathology were analyzed two weeks after the final injection.
Streptozocin,Alzheimers,C0038432,C0002395,36631849,https://pubmed.ncbi.nlm.nih.gov/36631849,The molecular mechanisms underlying the progression of STZ-induced AD pathology were analyzed two weeks after the final injection.
Streptozocin,Alzheimers,C0038432,C0002395,36725243,https://pubmed.ncbi.nlm.nih.gov/36725243,This study investigated the mechanism of Danggui Shaoyao Powder(DSP) against mitophagy in rat model of Alzheimer's disease(AD) induced by streptozotocin(STZ) based on PTEN induced putative kinase 1(PINK1)-Parkin signaling pathway.
Streptozocin,Alzheimers,C0038432,C0002395,36725243,https://pubmed.ncbi.nlm.nih.gov/36725243,This study investigated the mechanism of Danggui Shaoyao Powder(DSP) against mitophagy in rat model of Alzheimer's disease(AD) induced by streptozotocin(STZ) based on PTEN induced putative kinase 1(PINK1)-Parkin signaling pathway.
Streptozocin,Alzheimers,C0038432,C0002395,36725243,https://pubmed.ncbi.nlm.nih.gov/36725243,This study investigated the mechanism of Danggui Shaoyao Powder(DSP) against mitophagy in rat model of Alzheimer's disease(AD) induced by streptozotocin(STZ) based on PTEN induced putative kinase 1(PINK1)-Parkin signaling pathway.
Streptozocin,Alzheimers,C0038432,C0002395,36926592,https://pubmed.ncbi.nlm.nih.gov/36926592,Melatonin reduces beta-amyloid accumulation and improves short-term memory in streptozotocin-induced sporadic Alzheimer's disease model.
Streptozocin,Alzheimers,C0038432,C0002395,36926592,https://pubmed.ncbi.nlm.nih.gov/36926592,Melatonin reduces beta-amyloid accumulation and improves short-term memory in streptozotocin-induced sporadic Alzheimer's disease model.
Streptozocin,Alzheimers,C0038432,C0002395,36926592,https://pubmed.ncbi.nlm.nih.gov/36926592,Melatonin reduces beta-amyloid accumulation and improves short-term memory in streptozotocin-induced sporadic Alzheimer's disease model.
Streptozocin,Alzheimers,C0038432,C0002395,37043150,https://pubmed.ncbi.nlm.nih.gov/37043150,AD and diabetes were induced using streptozotocin.
Streptozocin,Alzheimers,C0038432,C0002395,37043150,https://pubmed.ncbi.nlm.nih.gov/37043150,AD and diabetes were induced using streptozotocin.
Streptozocin,Alzheimers,C0038432,C0002395,37043150,https://pubmed.ncbi.nlm.nih.gov/37043150,AD and diabetes were induced using streptozotocin.
Streptozocin,Alzheimers,C0038432,C0002395,37072341,https://pubmed.ncbi.nlm.nih.gov/37072341,The results revealed that ptimary bile acid biosynthesis and taurine and hypotaurine metabolism were significantly correlated with STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,37072341,https://pubmed.ncbi.nlm.nih.gov/37072341,These findings demonstrate for the first time that the anti-AD effect of PHS is associated with the regulation of primary bile acid biosynthesis and taurine and hypotaurine metabolism in STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,37072341,https://pubmed.ncbi.nlm.nih.gov/37072341,The results revealed that ptimary bile acid biosynthesis and taurine and hypotaurine metabolism were significantly correlated with STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,37072341,https://pubmed.ncbi.nlm.nih.gov/37072341,These findings demonstrate for the first time that the anti-AD effect of PHS is associated with the regulation of primary bile acid biosynthesis and taurine and hypotaurine metabolism in STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,37072341,https://pubmed.ncbi.nlm.nih.gov/37072341,The results revealed that ptimary bile acid biosynthesis and taurine and hypotaurine metabolism were significantly correlated with STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,37072341,https://pubmed.ncbi.nlm.nih.gov/37072341,These findings demonstrate for the first time that the anti-AD effect of PHS is associated with the regulation of primary bile acid biosynthesis and taurine and hypotaurine metabolism in STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,37114959,https://pubmed.ncbi.nlm.nih.gov/37114959,"In this study, we investigate the neuroprotective effects of this plant on Streptozotocin (STZ)-induced AD in rats."
Streptozocin,Alzheimers,C0038432,C0002395,37114959,https://pubmed.ncbi.nlm.nih.gov/37114959,"In this study, we investigate the neuroprotective effects of this plant on Streptozotocin (STZ)-induced AD in rats."
Streptozocin,Alzheimers,C0038432,C0002395,37114959,https://pubmed.ncbi.nlm.nih.gov/37114959,"In this study, we investigate the neuroprotective effects of this plant on Streptozotocin (STZ)-induced AD in rats."
Streptozocin,Alzheimers,C0038432,C0002395,37267300,https://pubmed.ncbi.nlm.nih.gov/37267300,Clostridium butyricum improves cognitive dysfunction in ICV-STZ-induced Alzheimer's disease mice via suppressing TLR4 signaling pathway through the gut-brain axis.
Streptozocin,Alzheimers,C0038432,C0002395,37267300,https://pubmed.ncbi.nlm.nih.gov/37267300,Clostridium butyricum improves cognitive dysfunction in ICV-STZ-induced Alzheimer's disease mice via suppressing TLR4 signaling pathway through the gut-brain axis.
Streptozocin,Alzheimers,C0038432,C0002395,37267300,https://pubmed.ncbi.nlm.nih.gov/37267300,Clostridium butyricum improves cognitive dysfunction in ICV-STZ-induced Alzheimer's disease mice via suppressing TLR4 signaling pathway through the gut-brain axis.
Streptozocin,Alzheimers,C0038432,C0002395,37273654,https://pubmed.ncbi.nlm.nih.gov/37273654,"The present study aims to investigate the effect of the iTBS protocol on the animal model of STZ-induced sAD-like pathology in the context of antioxidant, anti-inflammatory, and anti-amyloidogenic effects in the cortex, striatum, hippocampus, and cerebellum."
Streptozocin,Alzheimers,C0038432,C0002395,37273654,https://pubmed.ncbi.nlm.nih.gov/37273654,"The present study aims to investigate the effect of the iTBS protocol on the animal model of STZ-induced sAD-like pathology in the context of antioxidant, anti-inflammatory, and anti-amyloidogenic effects in the cortex, striatum, hippocampus, and cerebellum."
Streptozocin,Alzheimers,C0038432,C0002395,37273654,https://pubmed.ncbi.nlm.nih.gov/37273654,"The present study aims to investigate the effect of the iTBS protocol on the animal model of STZ-induced sAD-like pathology in the context of antioxidant, anti-inflammatory, and anti-amyloidogenic effects in the cortex, striatum, hippocampus, and cerebellum."
Streptozocin,Alzheimers,C0038432,C0002395,37275760,https://pubmed.ncbi.nlm.nih.gov/37275760,"The effect of intracerebroventricular injection of insulin (Ins) and oral cinnamon extract (Cinn) on glucose transporter (GLUT) 1, 3, and 4 gene expressions in the hippocampus and spatial memory in a streptozotocin (STZ)-induced AD rat model was investigated in the present study."
Streptozocin,Alzheimers,C0038432,C0002395,37275760,https://pubmed.ncbi.nlm.nih.gov/37275760,"The effect of intracerebroventricular injection of insulin (Ins) and oral cinnamon extract (Cinn) on glucose transporter (GLUT) 1, 3, and 4 gene expressions in the hippocampus and spatial memory in a streptozotocin (STZ)-induced AD rat model was investigated in the present study."
Streptozocin,Alzheimers,C0038432,C0002395,37275760,https://pubmed.ncbi.nlm.nih.gov/37275760,"The effect of intracerebroventricular injection of insulin (Ins) and oral cinnamon extract (Cinn) on glucose transporter (GLUT) 1, 3, and 4 gene expressions in the hippocampus and spatial memory in a streptozotocin (STZ)-induced AD rat model was investigated in the present study."
Streptozocin,Alzheimers,C0038432,C0002395,37296210,https://pubmed.ncbi.nlm.nih.gov/37296210,"Retraction Note: Protective effects of gingerol on streptozotocin-induced sporadic Alzheimer's disease: emphasis on inhibition of beta-amyloid, COX-2, alpha-, beta - secretases and APH1a."
Streptozocin,Alzheimers,C0038432,C0002395,37296210,https://pubmed.ncbi.nlm.nih.gov/37296210,"Retraction Note: Protective effects of gingerol on streptozotocin-induced sporadic Alzheimer's disease: emphasis on inhibition of beta-amyloid, COX-2, alpha-, beta - secretases and APH1a."
Streptozocin,Alzheimers,C0038432,C0002395,37296210,https://pubmed.ncbi.nlm.nih.gov/37296210,"Retraction Note: Protective effects of gingerol on streptozotocin-induced sporadic Alzheimer's disease: emphasis on inhibition of beta-amyloid, COX-2, alpha-, beta - secretases and APH1a."
Streptozocin,Alzheimers,C0038432,C0002395,37309299,https://pubmed.ncbi.nlm.nih.gov/37309299,IN administration of the NPs to streptozotocin (STZ) induced AD-like models lead to a significant number of entrances of the treated rats to the target arm in the radial arm water maze (RAWM) test.
Streptozocin,Alzheimers,C0038432,C0002395,37309299,https://pubmed.ncbi.nlm.nih.gov/37309299,IN administration of the NPs to streptozotocin (STZ) induced AD-like models lead to a significant number of entrances of the treated rats to the target arm in the radial arm water maze (RAWM) test.
Streptozocin,Alzheimers,C0038432,C0002395,37309299,https://pubmed.ncbi.nlm.nih.gov/37309299,IN administration of the NPs to streptozotocin (STZ) induced AD-like models lead to a significant number of entrances of the treated rats to the target arm in the radial arm water maze (RAWM) test.
Streptozocin,Alzheimers,C0038432,C0002395,37351177,https://pubmed.ncbi.nlm.nih.gov/37351177,"Results:     High-intensity interval training (HIIT) alleviates cognitive dysfunction in STZ-induced AD-like rat models and provides neuroprotection against neurodegeneration, neuronal damage, and neuronal loss."
Streptozocin,Alzheimers,C0038432,C0002395,37351177,https://pubmed.ncbi.nlm.nih.gov/37351177,"Methods:     Using a streptozotocin (STZ)-induced sporadic AD rat model, we investigated the effects of high-intensity interval training on AD pathologies."
Streptozocin,Alzheimers,C0038432,C0002395,37351177,https://pubmed.ncbi.nlm.nih.gov/37351177,"Results:     High-intensity interval training (HIIT) alleviates cognitive dysfunction in STZ-induced AD-like rat models and provides neuroprotection against neurodegeneration, neuronal damage, and neuronal loss."
Streptozocin,Alzheimers,C0038432,C0002395,37351177,https://pubmed.ncbi.nlm.nih.gov/37351177,"Methods:     Using a streptozotocin (STZ)-induced sporadic AD rat model, we investigated the effects of high-intensity interval training on AD pathologies."
Streptozocin,Alzheimers,C0038432,C0002395,37351177,https://pubmed.ncbi.nlm.nih.gov/37351177,"Results:     High-intensity interval training (HIIT) alleviates cognitive dysfunction in STZ-induced AD-like rat models and provides neuroprotection against neurodegeneration, neuronal damage, and neuronal loss."
Streptozocin,Alzheimers,C0038432,C0002395,37351177,https://pubmed.ncbi.nlm.nih.gov/37351177,"Methods:     Using a streptozotocin (STZ)-induced sporadic AD rat model, we investigated the effects of high-intensity interval training on AD pathologies."
Streptozocin,Alzheimers,C0038432,C0002395,37473980,https://pubmed.ncbi.nlm.nih.gov/37473980,These results imply that silibinin exerts neuroprotective effect on an STZ-induced sporadic AD model by downregulating ferroptotic damage and thus the downstream STING-mediated neuroinflammation.
Streptozocin,Alzheimers,C0038432,C0002395,37473980,https://pubmed.ncbi.nlm.nih.gov/37473980,These results imply that silibinin exerts neuroprotective effect on an STZ-induced sporadic AD model by downregulating ferroptotic damage and thus the downstream STING-mediated neuroinflammation.
Streptozocin,Alzheimers,C0038432,C0002395,37473980,https://pubmed.ncbi.nlm.nih.gov/37473980,These results imply that silibinin exerts neuroprotective effect on an STZ-induced sporadic AD model by downregulating ferroptotic damage and thus the downstream STING-mediated neuroinflammation.
Streptozocin,Alzheimers,C0038432,C0002395,37598127,https://pubmed.ncbi.nlm.nih.gov/37598127,The citrus flavonoid \Nobiletin\ impedes STZ-induced Alzheimer's disease in a mouse model through regulating autophagy mastered by SIRT1/FoxO3a mechanism.
Streptozocin,Alzheimers,C0038432,C0002395,37598127,https://pubmed.ncbi.nlm.nih.gov/37598127,"Interestingly, Nobiletin ameliorated STZ-induced AD through enhancing the motor performance and repressing memory defects."
Streptozocin,Alzheimers,C0038432,C0002395,37598127,https://pubmed.ncbi.nlm.nih.gov/37598127,The citrus flavonoid \Nobiletin\ impedes STZ-induced Alzheimer's disease in a mouse model through regulating autophagy mastered by SIRT1/FoxO3a mechanism.
Streptozocin,Alzheimers,C0038432,C0002395,37598127,https://pubmed.ncbi.nlm.nih.gov/37598127,"Interestingly, Nobiletin ameliorated STZ-induced AD through enhancing the motor performance and repressing memory defects."
Streptozocin,Alzheimers,C0038432,C0002395,37598127,https://pubmed.ncbi.nlm.nih.gov/37598127,The citrus flavonoid \Nobiletin\ impedes STZ-induced Alzheimer's disease in a mouse model through regulating autophagy mastered by SIRT1/FoxO3a mechanism.
Streptozocin,Alzheimers,C0038432,C0002395,37598127,https://pubmed.ncbi.nlm.nih.gov/37598127,"Interestingly, Nobiletin ameliorated STZ-induced AD through enhancing the motor performance and repressing memory defects."
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,Repurposing Diltiazem for Its Neuroprotective Anti-Dementia Role against Intra-Cerebroventricular Streptozotocin-Induced Sporadic Alzheimer's Disease-Type Rat Model.
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,"Considering the results obtained, DTZ might have a potential therapeutic role in treating and managing AD and related dementia pathologies due to its anti-dementia activity in SAD-type conditions in rats induced by ICV-STZ."
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,"In the present study, the neuroprotective anti-dementia effects of DTZ against intra-cerebroventricular-streptozotocin (ICV-STZ)-induced sporadic AD (SAD)-type rat model was investigated."
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,Repurposing Diltiazem for Its Neuroprotective Anti-Dementia Role against Intra-Cerebroventricular Streptozotocin-Induced Sporadic Alzheimer's Disease-Type Rat Model.
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,"Considering the results obtained, DTZ might have a potential therapeutic role in treating and managing AD and related dementia pathologies due to its anti-dementia activity in SAD-type conditions in rats induced by ICV-STZ."
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,"In the present study, the neuroprotective anti-dementia effects of DTZ against intra-cerebroventricular-streptozotocin (ICV-STZ)-induced sporadic AD (SAD)-type rat model was investigated."
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,Repurposing Diltiazem for Its Neuroprotective Anti-Dementia Role against Intra-Cerebroventricular Streptozotocin-Induced Sporadic Alzheimer's Disease-Type Rat Model.
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,"Considering the results obtained, DTZ might have a potential therapeutic role in treating and managing AD and related dementia pathologies due to its anti-dementia activity in SAD-type conditions in rats induced by ICV-STZ."
Streptozocin,Alzheimers,C0038432,C0002395,37629545,https://pubmed.ncbi.nlm.nih.gov/37629545,"In the present study, the neuroprotective anti-dementia effects of DTZ against intra-cerebroventricular-streptozotocin (ICV-STZ)-induced sporadic AD (SAD)-type rat model was investigated."
Streptozocin,Alzheimers,C0038432,C0002395,37665449,https://pubmed.ncbi.nlm.nih.gov/37665449,"Voglibose attenuates cognitive impairment, Abeta aggregation, oxidative stress, and neuroinflammation in streptozotocin-induced Alzheimer's disease rat model."
Streptozocin,Alzheimers,C0038432,C0002395,37665449,https://pubmed.ncbi.nlm.nih.gov/37665449,"In conclusion, our results suggest that Voglibose has potent neuroprotective effects against the ICV-STZ-induced AD model."
Streptozocin,Alzheimers,C0038432,C0002395,37665449,https://pubmed.ncbi.nlm.nih.gov/37665449,"Voglibose attenuates cognitive impairment, Abeta aggregation, oxidative stress, and neuroinflammation in streptozotocin-induced Alzheimer's disease rat model."
Streptozocin,Alzheimers,C0038432,C0002395,37665449,https://pubmed.ncbi.nlm.nih.gov/37665449,"In conclusion, our results suggest that Voglibose has potent neuroprotective effects against the ICV-STZ-induced AD model."
Streptozocin,Alzheimers,C0038432,C0002395,37665449,https://pubmed.ncbi.nlm.nih.gov/37665449,"Voglibose attenuates cognitive impairment, Abeta aggregation, oxidative stress, and neuroinflammation in streptozotocin-induced Alzheimer's disease rat model."
Streptozocin,Alzheimers,C0038432,C0002395,37665449,https://pubmed.ncbi.nlm.nih.gov/37665449,"In conclusion, our results suggest that Voglibose has potent neuroprotective effects against the ICV-STZ-induced AD model."
Streptozocin,Alzheimers,C0038432,C0002395,37755583,https://pubmed.ncbi.nlm.nih.gov/37755583,Protective Effects of Repetitive Transcranial Magnetic Stimulation Against Streptozotocin-Induced Alzheimer's Disease.
Streptozocin,Alzheimers,C0038432,C0002395,37755583,https://pubmed.ncbi.nlm.nih.gov/37755583,Protective Effects of Repetitive Transcranial Magnetic Stimulation Against Streptozotocin-Induced Alzheimer's Disease.
Streptozocin,Alzheimers,C0038432,C0002395,37755583,https://pubmed.ncbi.nlm.nih.gov/37755583,Protective Effects of Repetitive Transcranial Magnetic Stimulation Against Streptozotocin-Induced Alzheimer's Disease.
Streptozocin,Alzheimers,C0038432,C0002395,37780033,https://pubmed.ncbi.nlm.nih.gov/37780033,"AD was induced by streptozotocin(STZ; 3 mg/kg, intracerebroventricular (ICV)) and the treatment groups received injections of CM [(200 ul, intraperitoneally (i.p.), and/or PRP (100 ul, intravenously(i.v)] for 8 days."
Streptozocin,Alzheimers,C0038432,C0002395,37780033,https://pubmed.ncbi.nlm.nih.gov/37780033,"AD was induced by streptozotocin(STZ; 3 mg/kg, intracerebroventricular (ICV)) and the treatment groups received injections of CM [(200 ul, intraperitoneally (i.p.), and/or PRP (100 ul, intravenously(i.v)] for 8 days."
Streptozocin,Alzheimers,C0038432,C0002395,37780033,https://pubmed.ncbi.nlm.nih.gov/37780033,"AD was induced by streptozotocin(STZ; 3 mg/kg, intracerebroventricular (ICV)) and the treatment groups received injections of CM [(200 ul, intraperitoneally (i.p.), and/or PRP (100 ul, intravenously(i.v)] for 8 days."
Streptozocin,Alzheimers,C0038432,C0002395,37834398,https://pubmed.ncbi.nlm.nih.gov/37834398,"This study used inductively coupled plasma mass spectrometry (ICP-MS) to examine the levels of metals in the blood plasma, frontal cortex, and hippocampus of Wistar rats with AD induced by streptozotocin (STZ)."
Streptozocin,Alzheimers,C0038432,C0002395,37834398,https://pubmed.ncbi.nlm.nih.gov/37834398,"This study used inductively coupled plasma mass spectrometry (ICP-MS) to examine the levels of metals in the blood plasma, frontal cortex, and hippocampus of Wistar rats with AD induced by streptozotocin (STZ)."
Streptozocin,Alzheimers,C0038432,C0002395,37834398,https://pubmed.ncbi.nlm.nih.gov/37834398,"This study used inductively coupled plasma mass spectrometry (ICP-MS) to examine the levels of metals in the blood plasma, frontal cortex, and hippocampus of Wistar rats with AD induced by streptozotocin (STZ)."
Streptozocin,Alzheimers,C0038432,C0002395,37882235,https://pubmed.ncbi.nlm.nih.gov/37882235,"Taken together, our data indicated that Pirh2 is critically involved in STZ induced AD pathogenesis through its interaction with ER-chaperone GRP78, improves the neuronal connectivity, affects the altered level of chaperones, co-chaperones, & autophagic markers, and collectively inhibits the Abeta aggregation."
Streptozocin,Alzheimers,C0038432,C0002395,37882235,https://pubmed.ncbi.nlm.nih.gov/37882235,"Taken together, our data indicated that Pirh2 is critically involved in STZ induced AD pathogenesis through its interaction with ER-chaperone GRP78, improves the neuronal connectivity, affects the altered level of chaperones, co-chaperones, & autophagic markers, and collectively inhibits the Abeta aggregation."
Streptozocin,Alzheimers,C0038432,C0002395,37882235,https://pubmed.ncbi.nlm.nih.gov/37882235,"Taken together, our data indicated that Pirh2 is critically involved in STZ induced AD pathogenesis through its interaction with ER-chaperone GRP78, improves the neuronal connectivity, affects the altered level of chaperones, co-chaperones, & autophagic markers, and collectively inhibits the Abeta aggregation."
Streptozocin,Alzheimers,C0038432,C0002395,38006400,https://pubmed.ncbi.nlm.nih.gov/38006400,Streptozotocin-induced AD rat model was used to verify important targets and predicted pathways.
Streptozocin,Alzheimers,C0038432,C0002395,38006400,https://pubmed.ncbi.nlm.nih.gov/38006400,Streptozotocin-induced AD rat model was used to verify important targets and predicted pathways.
Streptozocin,Alzheimers,C0038432,C0002395,38006400,https://pubmed.ncbi.nlm.nih.gov/38006400,Streptozotocin-induced AD rat model was used to verify important targets and predicted pathways.
Streptozocin,Alzheimers,C0038432,C0002395,38031940,https://pubmed.ncbi.nlm.nih.gov/38031940,We aimed to evaluate the effect of TQ alone or in combination with MEM on memory and hippocampal morphology in an STZ-induced rat AD model.
Streptozocin,Alzheimers,C0038432,C0002395,38031940,https://pubmed.ncbi.nlm.nih.gov/38031940,Effects of thymoquinone and memantine alone and in combination on memory and hippocampal morphology in rats with streptozotocin-induced Alzheimer's disease.
